drug1,drug2,text,interacts,type
DDI-DrugBank.d220.s11.e2,DDI-DrugBank.d220.s11.e5,"In patients taking an drug0 (eg, drug0, drug1, drug0 or drug0), the concomitant use of drug2 may reduce seizure control by lowering the plasma levels of the drug0",True,effect
DDI-DrugBank.d220.s11.e3,DDI-DrugBank.d220.s11.e5,"In patients taking an drug0 (eg, drug0, drug0, drug1 or drug0), the concomitant use of drug2 may reduce seizure control by lowering the plasma levels of the drug0",True,effect
DDI-DrugBank.d220.s11.e4,DDI-DrugBank.d220.s11.e5,"In patients taking an drug0 (eg, drug0, drug0, drug0 or drug1), the concomitant use of drug2 may reduce seizure control by lowering the plasma levels of the drug0",True,effect
DDI-DrugBank.d220.s13.e0,DDI-DrugBank.d220.s13.e1,When drug1 is taken concurrently with oral drug2,True,effect
DDI-DrugBank.d220.s16.e0,DDI-DrugBank.d220.s16.e1,"Nevertheless, the effects of drug1 on travelers receiving comedication, particularly diabetics or patients using drug2",True,advise
DDI-DrugBank.d220.s17.e0,DDI-DrugBank.d220.s17.e1,"In clinical trials, the concomitant administration of drug1 and drug2",False, 
DDI-DrugBank.d326.s0.e0,DDI-DrugBank.d326.s0.e1,drug1 - Taking drug2 and a drug0,False, 
DDI-DrugBank.d326.s0.e0,DDI-DrugBank.d326.s0.e2,drug1 - Taking drug0 and a drug2,False, 
DDI-DrugBank.d326.s0.e1,DDI-DrugBank.d326.s0.e2,drug0 - Taking drug1 and a drug2,True,effect
DDI-DrugBank.d326.s1.e0,DDI-DrugBank.d326.s1.e1,"drug1 (e.g., drug2) - Taking drug0 and drug0 together may decrease the effects of drug0",False, 
DDI-DrugBank.d326.s1.e0,DDI-DrugBank.d326.s1.e2,"drug1 (e.g., drug0) - Taking drug2 and drug0 together may decrease the effects of drug0",False, 
DDI-DrugBank.d326.s1.e2,DDI-DrugBank.d326.s1.e3,"drug0 (e.g., drug0) - Taking drug1 and drug2 together may decrease the effects of drug0",True,effect
DDI-DrugBank.d244.s0.e0,DDI-DrugBank.d244.s0.e1,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription products you may use, especially of: drug1 (e.g., drug2, drug0), drug0, drug0, drug0 drugs (e.g., drug0), drug0, drug0",False, 
DDI-DrugBank.d244.s0.e0,DDI-DrugBank.d244.s0.e2,"Before using this medication, tell your doctor or pharmacist of all prescription and nonprescription products you may use, especially of: drug1 (e.g., drug0, drug2), drug0, drug0, drug0 drugs (e.g., drug0), drug0, drug0",False, 
DDI-DrugBank.d233.s0.e0,DDI-DrugBank.d233.s0.e1,Use with drug1: The principal pathway for detoxification of drug2 is inhibited by drug0,False, 
DDI-DrugBank.d233.s0.e0,DDI-DrugBank.d233.s0.e2,Use with drug1: The principal pathway for detoxification of drug0 is inhibited by drug2,False, 
DDI-DrugBank.d233.s0.e1,DDI-DrugBank.d233.s0.e2,Use with drug0: The principal pathway for detoxification of drug1 is inhibited by drug2,True,mechanism
DDI-DrugBank.d233.s1.e0,DDI-DrugBank.d233.s1.e1,Patients receiving drug1 and drug2 concomitantly should have a dose reduction of drug0,True,advise
DDI-DrugBank.d233.s1.e0,DDI-DrugBank.d233.s1.e2,Patients receiving drug1 and drug0 concomitantly should have a dose reduction of drug2,False, 
DDI-DrugBank.d233.s1.e1,DDI-DrugBank.d233.s1.e2,Patients receiving drug0 and drug1 concomitantly should have a dose reduction of drug2,False, 
DDI-DrugBank.d233.s3.e0,DDI-DrugBank.d233.s3.e1,Use with drug1: The use of drug2 to control hypertension in patients on drug0,False, 
DDI-DrugBank.d233.s3.e0,DDI-DrugBank.d233.s3.e2,Use with drug1: The use of drug0 to control hypertension in patients on drug2,False, 
DDI-DrugBank.d233.s3.e1,DDI-DrugBank.d233.s3.e2,Use with drug0: The use of drug1 to control hypertension in patients on drug2,True,effect
DDI-DrugBank.d455.s4.e0,DDI-DrugBank.d455.s4.e1,"In vitro studies have shown no binding displacement between drug1 and other highly bound drugs, such as drug2, drug0, drug0, and drug0",False, 
DDI-DrugBank.d455.s4.e0,DDI-DrugBank.d455.s4.e2,"In vitro studies have shown no binding displacement between drug1 and other highly bound drugs, such as drug0, drug2, drug0, and drug0",False, 
DDI-DrugBank.d455.s6.e0,DDI-DrugBank.d455.s6.e1,Treatment with drug1 coadministered with drug2/drug0,False, 
DDI-DrugBank.d455.s6.e0,DDI-DrugBank.d455.s6.e2,Treatment with drug1 coadministered with drug0/drug2,False, 
DDI-DrugBank.d455.s7.e0,DDI-DrugBank.d455.s7.e1,No interaction was noted with the drug1 drug2 in two multiple-dose interaction studies when drug0 was coadministered with a drug0/drug0,False, 
DDI-DrugBank.d455.s7.e0,DDI-DrugBank.d455.s7.e2,No interaction was noted with the drug1 drug0 in two multiple-dose interaction studies when drug2 was coadministered with a drug0/drug0,False, 
DDI-DrugBank.d455.s8.e0,DDI-DrugBank.d455.s8.e1,More than 600 Parkinsons disease patients in clinical trials have used drug1 in combination with drug2 and drug0/drug0,False, 
DDI-DrugBank.d455.s8.e0,DDI-DrugBank.d455.s8.e2,More than 600 Parkinsons disease patients in clinical trials have used drug1 in combination with drug0 and drug2/drug0,False, 
DDI-DrugBank.d455.s9.e0,DDI-DrugBank.d455.s9.e1,"As most drug1 excretion is via the bile, caution should be exercised when drugs known to interfere with biliary excretion, glucuronidation, and intestinal beta-glucuronidase are given concurrently with drug2",False, 
DDI-DrugBank.d455.s10.e0,DDI-DrugBank.d455.s10.e1,"These include drug1, drug2, and some drug0 (e.g. drug0, rifamipicin, drug0 and drug0",False, 
DDI-DrugBank.d455.s10.e0,DDI-DrugBank.d455.s10.e2,"These include drug1, drug0, and some drug2 (e.g. drug0, rifamipicin, drug0 and drug0",False, 
DDI-DrugBank.d455.s11.e0,DDI-DrugBank.d455.s11.e1,No interaction with the drug1 drug2 was shown in a single-dose study with drug0 without coadministered drug0/drug0,False, 
DDI-DrugBank.d455.s11.e0,DDI-DrugBank.d455.s11.e2,No interaction with the drug1 drug0 was shown in a single-dose study with drug2 without coadministered drug0/drug0,False, 
DDI-DrugBank.d381.s0.e0,DDI-DrugBank.d381.s0.e1,drug1  (drug2) has been reported to produce ANTABUSE-like side effects when given concomitantly with drug0,False, 
DDI-DrugBank.d381.s0.e0,DDI-DrugBank.d381.s0.e2,drug1  (drug0) has been reported to produce ANTABUSE-like side effects when given concomitantly with drug2,True,effect
DDI-DrugBank.d381.s0.e1,DDI-DrugBank.d381.s0.e2,drug0  (drug1) has been reported to produce ANTABUSE-like side effects when given concomitantly with drug2,True,effect
DDI-DrugBank.d381.s2.e0,DDI-DrugBank.d381.s2.e1,"Because of reports of prolongation of the prothrombin time beyond the therapeutic range in patients taking concurrent drug1 and drug2, it is suggested that the prothrombin time be monitored carefully, and the dose of drug0 or other drug0",True,advise
DDI-DrugBank.d381.s2.e0,DDI-DrugBank.d381.s2.e2,"Because of reports of prolongation of the prothrombin time beyond the therapeutic range in patients taking concurrent drug1 and drug0, it is suggested that the prothrombin time be monitored carefully, and the dose of drug2 or other drug0",False, 
DDI-DrugBank.d381.s2.e0,DDI-DrugBank.d381.s2.e3,"Because of reports of prolongation of the prothrombin time beyond the therapeutic range in patients taking concurrent drug1 and drug0, it is suggested that the prothrombin time be monitored carefully, and the dose of drug0 or other drug2",False, 
DDI-DrugBank.d141.s0.e0,DDI-DrugBank.d141.s0.e1,"drug1, drug2, drug0 (drug0, drug0, drug0",False, 
DDI-DrugBank.d141.s0.e0,DDI-DrugBank.d141.s0.e2,"drug1, drug0, drug2 (drug0, drug0, drug0",False, 
DDI-DrugBank.d141.s1.e0,DDI-DrugBank.d141.s1.e1,drug1 (drug2): drug0 plasma concentrations were not affected by co-administration of drug0,False, 
DDI-DrugBank.d141.s1.e0,DDI-DrugBank.d141.s1.e2,drug1 (drug0): drug2 plasma concentrations were not affected by co-administration of drug0,False, 
DDI-DrugBank.d141.s2.e0,DDI-DrugBank.d141.s2.e1,drug1: drug2 plasma concentrations were not affected by co-administration of drug0,False, 
DDI-DrugBank.d141.s2.e0,DDI-DrugBank.d141.s2.e2,drug1: drug0 plasma concentrations were not affected by co-administration of drug2,False, 
DDI-DrugBank.d141.s3.e0,DDI-DrugBank.d141.s3.e1,drug1: The influence of the bile-acidsequestering agent drug2 on the pharmacokinetits of drug0,False, 
DDI-DrugBank.d141.s3.e0,DDI-DrugBank.d141.s3.e2,drug1: The influence of the bile-acidsequestering agent drug0 on the pharmacokinetits of drug2,False, 
DDI-DrugBank.d141.s4.e0,DDI-DrugBank.d141.s4.e1,"In the first study, concomitant administration of 0.2 mg drug1 and 12 g drug2 resulted in decreases of more than 22% for AUC and 40% for Cmax when compared to dosing drug0",True,mechanism
DDI-DrugBank.d141.s4.e0,DDI-DrugBank.d141.s4.e2,"In the first study, concomitant administration of 0.2 mg drug1 and 12 g drug0 resulted in decreases of more than 22% for AUC and 40% for Cmax when compared to dosing drug2",False, 
DDI-DrugBank.d141.s4.e1,DDI-DrugBank.d141.s4.e2,"In the first study, concomitant administration of 0.2 mg drug0 and 12 g drug1 resulted in decreases of more than 22% for AUC and 40% for Cmax when compared to dosing drug2",False, 
DDI-DrugBank.d141.s5.e0,DDI-DrugBank.d141.s5.e1,"However, in the second study, administration of 12 g drug1 1 hour before the evening meal and 0.3 mg drug2 approximately 4 hours after the same evening meal resulted in a decrease in the drug0 AUC of less than 8%, and a decrease in Cmax of about 30% when compared to dosing drug0",True,mechanism
DDI-DrugBank.d141.s5.e0,DDI-DrugBank.d141.s5.e2,"However, in the second study, administration of 12 g drug1 1 hour before the evening meal and 0.3 mg drug0 approximately 4 hours after the same evening meal resulted in a decrease in the drug2 AUC of less than 8%, and a decrease in Cmax of about 30% when compared to dosing drug0",False, 
DDI-DrugBank.d141.s5.e0,DDI-DrugBank.d141.s5.e3,"However, in the second study, administration of 12 g drug1 1 hour before the evening meal and 0.3 mg drug0 approximately 4 hours after the same evening meal resulted in a decrease in the drug0 AUC of less than 8%, and a decrease in Cmax of about 30% when compared to dosing drug2",False, 
DDI-DrugBank.d141.s6.e0,DDI-DrugBank.d141.s6.e1,"Therefore, it would be expected that a dosing schedule of drug1 given at bedtime and drug2 given before the evening meal would not result in a significant decrease in the clinical effect of drug0",False, 
DDI-DrugBank.d141.s6.e0,DDI-DrugBank.d141.s6.e2,"Therefore, it would be expected that a dosing schedule of drug1 given at bedtime and drug0 given before the evening meal would not result in a significant decrease in the clinical effect of drug2",False, 
DDI-DrugBank.d141.s7.e0,DDI-DrugBank.d141.s7.e1,drug1: Plasma drug2 levels and drug0 clearance at steady-state were not affected by co-administration of 0.2 mg drug0,False, 
DDI-DrugBank.d141.s7.e0,DDI-DrugBank.d141.s7.e2,drug1: Plasma drug0 levels and drug2 clearance at steady-state were not affected by co-administration of 0.2 mg drug0,False, 
DDI-DrugBank.d141.s8.e0,DDI-DrugBank.d141.s8.e1,drug1 plasma concentrations were also not affected by co-administration of drug2,False, 
DDI-DrugBank.d141.s9.e0,DDI-DrugBank.d141.s9.e1,drug1: Co- administration of drug2 and drug0 to healthy volunteers did not result in any changes in prothrombin time or clotting factor VII when compared to co-administration of drug0,False, 
DDI-DrugBank.d141.s9.e0,DDI-DrugBank.d141.s9.e2,drug1: Co- administration of drug0 and drug2 to healthy volunteers did not result in any changes in prothrombin time or clotting factor VII when compared to co-administration of drug0,False, 
DDI-DrugBank.d141.s10.e0,DDI-DrugBank.d141.s10.e1,The AUC and Cmax of both the (R) and (S) isomers of drug1 were unaffected by concurrent dosing of 0.3 mg drug2,False, 
DDI-DrugBank.d141.s11.e0,DDI-DrugBank.d141.s11.e1,Co-administration of drug1 and drug2 did not alter the pharmacokinetics of drug0,False, 
DDI-DrugBank.d141.s11.e0,DDI-DrugBank.d141.s11.e2,Co-administration of drug1 and drug0 did not alter the pharmacokinetics of drug2,False, 
DDI-DrugBank.d141.s12.e0,DDI-DrugBank.d141.s12.e1,"drug1: In hypercholesterolemic patients, steady-state drug2 AUC and Cmax increased approximately 50% and 24% respectively after 10 days with co-administration of drug0",False, 
DDI-DrugBank.d141.s12.e0,DDI-DrugBank.d141.s12.e2,"drug1: In hypercholesterolemic patients, steady-state drug0 AUC and Cmax increased approximately 50% and 24% respectively after 10 days with co-administration of drug2",False, 
DDI-DrugBank.d141.s12.e1,DDI-DrugBank.d141.s12.e2,"drug0: In hypercholesterolemic patients, steady-state drug1 AUC and Cmax increased approximately 50% and 24% respectively after 10 days with co-administration of drug2",True,mechanism
DDI-DrugBank.d141.s13.e0,DDI-DrugBank.d141.s13.e1,"OTHER CONCOMITANT THERAPY: Although specific interaction studies were not performed, in clinical studies, drug1 was used concomitantly with drug2, drug0, drug0, drug0, and drug0 (drug0",False, 
DDI-DrugBank.d141.s13.e0,DDI-DrugBank.d141.s13.e2,"OTHER CONCOMITANT THERAPY: Although specific interaction studies were not performed, in clinical studies, drug1 was used concomitantly with drug0, drug2, drug0, drug0, and drug0 (drug0",False, 
DDI-DrugBank.d28.s1.e0,DDI-DrugBank.d28.s1.e1,"Results from existing clinical trials suggest no significant interactions between drug1  and other therapies commonly used in MS patients, including the concurrent use of drug2",False, 
DDI-DrugBank.d28.s2.e0,DDI-DrugBank.d28.s2.e1,drug1  has not been formally evaluated in combination with drug2,False, 
DDI-DrugBank.d28.s3.e0,DDI-DrugBank.d28.s3.e1,"However, 10 patients who switched from therapy with drug1 to drug2",False, 
DDI-DrugBank.d48.s0.e0,DDI-DrugBank.d48.s0.e1,Drugs that may increase drug1 plasma concentrations CYP3A4 Inhibitors: drug2,False, 
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e1,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e2,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e3,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e4,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e5,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e6,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e7,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e8,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e9,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e10,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2, drug0) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e11,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug2) may increase exposure to drug0",True,mechanism
DDI-DrugBank.d48.s1.e0,DDI-DrugBank.d48.s1.e12,"Concomitant use of drug1 and drugs that inhibit CYP3A4 (eg, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug2",False, 
DDI-DrugBank.d48.s1.e1,DDI-DrugBank.d48.s1.e2,"Concomitant use of drug0 and drugs that inhibit CYP3A4 (eg, drug1, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0) may increase exposure to drug0",False, 
DDI-DrugBank.d48.s2.e0,DDI-DrugBank.d48.s2.e1,"In patients receiving treatment with drug1, close monitoring for toxicity and a drug2",False, 
DDI-DrugBank.d48.s3.e0,DDI-DrugBank.d48.s3.e1,Drugs that may decrease drug1 plasma concentrations CYP3A4 Inducers: Drugs that induce CYP3A4 activity may decrease drug2,False, 
DDI-DrugBank.d48.s4.e0,DDI-DrugBank.d48.s4.e1,"In patients in whom CYP3A4 inducers (eg, drug1, drug2, drug0, drug0, drug0",False, 
DDI-DrugBank.d48.s4.e0,DDI-DrugBank.d48.s4.e2,"In patients in whom CYP3A4 inducers (eg, drug1, drug0, drug2, drug0, drug0",False, 
DDI-DrugBank.d48.s5.e0,DDI-DrugBank.d48.s5.e1,"If drug1 must be administered with a CYP3A4 inducer, a dose increase in drug2",False, 
DDI-DrugBank.d48.s8.e0,DDI-DrugBank.d48.s8.e1,drug1: Nonclinical data demonstrate that the solubility of drug2,False, 
DDI-DrugBank.d48.s9.e0,DDI-DrugBank.d48.s9.e1,Simultaneous administration of drug1 with drug2,True,advise
DDI-DrugBank.d48.s10.e0,DDI-DrugBank.d48.s10.e1,"If drug1 therapy is needed, the antacid dose should be administered at least 2 hours prior to or 2 hours after the dose of drug2",True,advise
DDI-DrugBank.d48.s11.e0,DDI-DrugBank.d48.s11.e1,"drug1/drug2: Long-term suppression of gastric acid secretion by drug0 or drug0 (eg, drug0 and drug0) is likely to reduce drug0",False, 
DDI-DrugBank.d48.s11.e0,DDI-DrugBank.d48.s11.e2,"drug1/drug0: Long-term suppression of gastric acid secretion by drug2 or drug0 (eg, drug0 and drug0) is likely to reduce drug0",False, 
DDI-DrugBank.d48.s11.e2,DDI-DrugBank.d48.s11.e6,"drug0/drug0: Long-term suppression of gastric acid secretion by drug1 or drug0 (eg, drug0 and drug0) is likely to reduce drug2",True,effect
DDI-DrugBank.d48.s11.e3,DDI-DrugBank.d48.s11.e6,"drug0/drug0: Long-term suppression of gastric acid secretion by drug0 or drug1 (eg, drug0 and drug0) is likely to reduce drug2",True,effect
DDI-DrugBank.d48.s11.e4,DDI-DrugBank.d48.s11.e6,"drug0/drug0: Long-term suppression of gastric acid secretion by drug0 or drug0 (eg, drug1 and drug0) is likely to reduce drug2",True,effect
DDI-DrugBank.d48.s11.e5,DDI-DrugBank.d48.s11.e6,"drug0/drug0: Long-term suppression of gastric acid secretion by drug0 or drug0 (eg, drug0 and drug1) is likely to reduce drug2",True,effect
DDI-DrugBank.d48.s12.e0,DDI-DrugBank.d48.s12.e1,The concomitant use of drug1 or drug2 with drug0,False, 
DDI-DrugBank.d48.s12.e0,DDI-DrugBank.d48.s12.e2,The concomitant use of drug1 or drug0 with drug2,True,advise
DDI-DrugBank.d48.s12.e1,DDI-DrugBank.d48.s12.e2,The concomitant use of drug0 or drug1 with drug2,True,advise
DDI-DrugBank.d48.s13.e0,DDI-DrugBank.d48.s13.e1,The use of drug1 should be considered in place of drug2 or drug0 in patients receiving drug0,False, 
DDI-DrugBank.d48.s13.e0,DDI-DrugBank.d48.s13.e2,The use of drug1 should be considered in place of drug0 or drug2 in patients receiving drug0,False, 
DDI-DrugBank.d48.s13.e1,DDI-DrugBank.d48.s13.e3,The use of drug0 should be considered in place of drug1 or drug0 in patients receiving drug2,True,advise
DDI-DrugBank.d48.s13.e2,DDI-DrugBank.d48.s13.e3,The use of drug0 should be considered in place of drug0 or drug1 in patients receiving drug2,True,advise
DDI-DrugBank.d48.s14.e0,DDI-DrugBank.d48.s14.e1,Drugs that may have their plasma concentration altered by drug1 CYP3A4 Substrates: drug2,False, 
DDI-DrugBank.d48.s15.e0,DDI-DrugBank.d48.s15.e1,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug1, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug0",False, 
DDI-DrugBank.d48.s15.e0,DDI-DrugBank.d48.s15.e2,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug1, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug0",False, 
DDI-DrugBank.d48.s15.e0,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug1, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e1,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug1, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e2,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug1, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e3,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug1, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e4,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug1, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e5,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug1, drug0, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e6,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug1, drug0, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e7,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug1, drug0, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e8,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug1, drug0, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e9,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug1, or drug0 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e10,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug1 (drug0, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e11,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug1, drug0) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d48.s15.e12,DDI-DrugBank.d48.s15.e13,"Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, or drug0 (drug0, drug1) should be administered with caution in patients receiving drug2",True,advise
DDI-DrugBank.d106.s0.e0,DDI-DrugBank.d106.s0.e1,A 30 to 45% increase in AUC and Cmax of drug1 was observed with concomitant administration of drug2,True,mechanism
DDI-DrugBank.d106.s1.e0,DDI-DrugBank.d106.s1.e1,drug1 150 mg twice daily did not interact significantly with drug2,False, 
DDI-DrugBank.d106.s3.e0,DDI-DrugBank.d106.s3.e1,Coadministration of drug1 with 40 mg drug2 tablets in epileptic patients lowered the drug0,True,mechanism
DDI-DrugBank.d106.s3.e0,DDI-DrugBank.d106.s3.e2,Coadministration of drug1 with 40 mg drug0 tablets in epileptic patients lowered the drug2,False, 
DDI-DrugBank.d106.s3.e1,DDI-DrugBank.d106.s3.e2,Coadministration of drug0 with 40 mg drug1 tablets in epileptic patients lowered the drug2,False, 
DDI-DrugBank.d106.s4.e0,DDI-DrugBank.d106.s4.e1,Coadministration of drug1 with drug2 or any known CYP3A4 inducer should be avoided and alternative drug0,True,advise
DDI-DrugBank.d106.s4.e0,DDI-DrugBank.d106.s4.e2,Coadministration of drug1 with drug0 or any known CYP3A4 inducer should be avoided and alternative drug2,False, 
DDI-DrugBank.d106.s4.e1,DDI-DrugBank.d106.s4.e2,Coadministration of drug0 with drug1 or any known CYP3A4 inducer should be avoided and alternative drug2,False, 
DDI-DrugBank.d106.s5.e0,DDI-DrugBank.d106.s5.e1,"Pharmacokinetic interactions between drug1 and drug2 (drug0, drug0",False, 
DDI-DrugBank.d106.s5.e0,DDI-DrugBank.d106.s5.e2,"Pharmacokinetic interactions between drug1 and drug0 (drug2, drug0",False, 
DDI-DrugBank.d106.s6.e0,DDI-DrugBank.d106.s6.e1,drug1 attenuated the heart rate increase following administration of immediate release drug2,True,effect
DDI-DrugBank.d106.s7.e0,DDI-DrugBank.d106.s7.e1,The blood pressure effect of drug1 tended to be greater in patients on drug2 than in patients on no other drug0,True,effect
DDI-DrugBank.d106.s7.e0,DDI-DrugBank.d106.s7.e2,The blood pressure effect of drug1 tended to be greater in patients on drug0 than in patients on no other drug2,False, 
DDI-DrugBank.d106.s7.e1,DDI-DrugBank.d106.s7.e2,The blood pressure effect of drug0 tended to be greater in patients on drug1 than in patients on no other drug2,False, 
DDI-DrugBank.d106.s8.e0,DDI-DrugBank.d106.s8.e1,drug1 at 648 mg bid decreased the bioavailability (AUC) of drug2,True,mechanism
DDI-DrugBank.d106.s9.e0,DDI-DrugBank.d106.s9.e1,"The immediate release, but not the coat-core formulation of drug1 increased plasma drug2",True,mechanism
DDI-DrugBank.d106.s11.e0,DDI-DrugBank.d106.s11.e1,No significant interactions were found between drug1 and drug2 or drug0,False, 
DDI-DrugBank.d106.s11.e0,DDI-DrugBank.d106.s11.e2,No significant interactions were found between drug1 and drug0 or drug2,False, 
